"","az","date","senat","Anordnung","link","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"1945","1BvR1820/101BvR1821/101BvR1823/101BvR1824/101BvR1825/101BvR1826/101BvR1827/101BvR1828/101BvR1829/101BvR1830/101BvR1831/101BvR1832/101BvR1833/101BvR1834/101BvR1835/101BvR1836/101BvR1838/101BvR1840/101BvR1842/101BvR1844/101BvR1845/101BvR1847/101BvR1848/101BvR1851/101BvR1852/101BvR1853/101BvR1854/101BvR1855/101BvR1856/101BvR1857/101BvR1859/101BvR1860/101BvR1861/101BvR1862/10",2012-05-21,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120521_1bvr182010.html;jsessionid=D311B8B7306AF0251A6A0C8756DD9B14.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3125","1BvR1837/10",2012-05-21,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120521_1bvr183710.html;jsessionid=D311B8B7306AF0251A6A0C8756DD9B14.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3693","1BvR1822/10",2012-05-21,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120521_1bvr182210.html;jsessionid=D311B8B7306AF0251A6A0C8756DD9B14.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4023","1BvR1839/101BvR1849/10",2012-05-21,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120521_1bvr183910.html;jsessionid=D311B8B7306AF0251A6A0C8756DD9B14.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"515","1BvR2096/09",2012-05-23,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120523_1bvr209609.html;jsessionid=7E45C2B81A710C34AE8FF71639EE658F.2_cid361",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5183","1BvR359/09",2012-05-23,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120523_1bvr035909.html;jsessionid=7E45C2B81A710C34AE8FF71639EE658F.2_cid361",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2918","1BvR3221/10",2012-05-24,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120524_1bvr322110.html;jsessionid=7E45C2B81A710C34AE8FF71639EE658F.2_cid361",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3118","1BvR3201/11",2012-05-29,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120529_1bvr320111.html;jsessionid=50C86B39A8D3163F9C739E43887D948C.2_cid392",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4133","1BvR503/09",2012-06-06,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rk20120606_1bvr050309.html;jsessionid=50C86B39A8D3163F9C739E43887D948C.2_cid392",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"641","1BvR2853/10",2012-06-08,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rk20120608_1bvr285310.html;jsessionid=2273AB988E04EE38416C7D0B8243408F.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"674","1BvR349/09",2012-06-08,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rk20120608_1bvr034909.html;jsessionid=2273AB988E04EE38416C7D0B8243408F.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5011","1BvR2952/08",2012-06-28,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rk20120628_1bvr295208.html;jsessionid=8931E03B628BFF00F4D82799FF13266D.2_cid392",3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Kirchhof","Gaier","Schluckebier Baer Britz",2,0,"3","Britz Paulus Gaier Masing Eichberger",2,FALSE,1
"3985","1BvR1184/09",2012-08-01,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/08/rk20120801_1bvr118409.html;jsessionid=ED83A7C303458376BE685596A44FBF47.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4518","1BvR1098/11",2012-08-13,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/08/rk20120813_1bvr109811.html;jsessionid=ED83A7C303458376BE685596A44FBF47.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1310","1BvL11/12",2012-09-12,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/09/lk20120912_1bvl001112.html;jsessionid=1A7A1B81C622DD2DF4BF952803786BF7.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1378","1BvR1786/12",2012-09-17,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/09/rk20120917_1bvr178612.html;jsessionid=1A7A1B81C622DD2DF4BF952803786BF7.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"463","1BvR1633/09",2012-09-20,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/09/rk20120920_1bvr163309.html;jsessionid=1A7A1B81C622DD2DF4BF952803786BF7.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4654","1BvR3046/11",2012-10-01,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/10/rk20121001_1bvr304611.html;jsessionid=F57221A06D40EA6EFF826FFEE6121191.2_cid393",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5156","1BvR2366/11",2012-10-18,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/10/rk20121018_1bvr236611.html;jsessionid=5A1DF201A74082D35F428D74B43F402A.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3040","1BvR2144/11",2012-10-24,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/10/rk20121024_1bvr214411.html;jsessionid=5A1DF201A74082D35F428D74B43F402A.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2185","1BvR2153/08",2012-11-08,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121108_1bvr215308.html;jsessionid=C0B4D891E8D5B720C70F71155F03509C.2_cid393",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"154","1BvR2953/081BvR2956/081BvR2957/081BvR3488/081BvR3489/081BvR1421/091BvR1422/091BvR1423/091BvR1425/091BvR2042/09",2012-11-14,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121114_1bvr295308.html;jsessionid=9CB799E67AC00F933DE19DA3E0F0B873.2_cid370",3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger","Kirchhof","Gaier","Schluckebier Baer Britz",2,0,"2","Britz Gaier Masing Eichberger",2,FALSE,1
"1047","1BvR3236/081BvR3241/081BvR83/091BvR423/09",2012-11-14,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121114_1bvr323608.html;jsessionid=9CB799E67AC00F933DE19DA3E0F0B873.2_cid370",3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2614","1BvR3238/081BvR3239/08",2012-11-14,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121114_1bvr323808.html;jsessionid=9CB799E67AC00F933DE19DA3E0F0B873.2_cid370",3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2796","1BvR3240/08",2012-11-14,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121114_1bvr324008.html;jsessionid=C0B4D891E8D5B720C70F71155F03509C.2_cid393",3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3039","1BvR2954/08",2012-11-14,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121114_1bvr295408.html;jsessionid=9CB799E67AC00F933DE19DA3E0F0B873.2_cid370",3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4310","1BvR3237/08",2012-11-14,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121114_1bvr323708.html;jsessionid=9CB799E67AC00F933DE19DA3E0F0B873.2_cid370",3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2484","1BvR1526/12",2012-11-20,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121120_1bvr152612.html;jsessionid=9CB799E67AC00F933DE19DA3E0F0B873.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3378","1BvL13/10",2012-11-20,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/lk20121120_1bvl001310.html;jsessionid=C10858FD3AACDD67EEE3691B365E175A.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3773","1BvR1711/09",2012-11-21,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121121_1bvr171109.html;jsessionid=C10858FD3AACDD67EEE3691B365E175A.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1320","1BvR1577/11",2012-12-05,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/12/rk20121205_1bvr157711.html;jsessionid=20A8FD9103B6124B00D44930F80581EA.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1734","1BvR336/09",2012-12-05,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/12/rk20121205_1bvr033609.html;jsessionid=EAAB3E437D1C6A13A36700CA178F9440.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4496","1BvR2270/09",2012-12-05,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/12/rk20121205_1bvr227009.html;jsessionid=20A8FD9103B6124B00D44930F80581EA.2_cid383",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4605","1BvL20/12",2012-12-05,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/12/lk20121205_1bvl002012.html;jsessionid=EAAB3E437D1C6A13A36700CA178F9440.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4630","1BvR69/09",2012-12-12,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/12/rk20121212_1bvr006909.html;jsessionid=EAAB3E437D1C6A13A36700CA178F9440.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5159","1BvR2550/12",2012-12-12,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/12/rk20121212_1bvr255012.html;jsessionid=EAAB3E437D1C6A13A36700CA178F9440.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5619","1BvR488/101BvR1047/10",2012-12-17,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/12/rk20121217_1bvr048810.html;jsessionid=EAAB3E437D1C6A13A36700CA178F9440.2_cid370",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3395","1BvR1237/91",2012-12-30,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/12/rk20121230_1bvr123791.html;jsessionid=AECA6E57ADB515DC0E95075D981CD84F.2_cid392",3,"Kirchhof","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2201","1BvR2045/12",2013-02-26,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/02/rk20130226_1bvr204512.html;jsessionid=6924715A38A651A4E9063237801FDC9F.2_cid383",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1836","1BvR1314/11",2013-03-31,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/03/rk20130331_1bvr131411.html;jsessionid=06B740C0912546ACB54427C4E50F3500.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1076","1BvR717/131BvR726/13",2013-04-09,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/04/rk20130409_1bvr071713.html;jsessionid=06B740C0912546ACB54427C4E50F3500.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"682","1BvR1010/13",2013-04-12,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/04/rk20130412_1bvr101013.html;jsessionid=660012EDDACF380FCD1C9014DAAEE97A.2_cid383",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3263","1BvR990/13",2013-04-12,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/04/rk20130412_1bvr099013.html;jsessionid=660012EDDACF380FCD1C9014DAAEE97A.2_cid383",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3599","1BvR1002/13",2013-04-12,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/04/rk20130412_1bvr100213.html;jsessionid=660012EDDACF380FCD1C9014DAAEE97A.2_cid383",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3880","1BvR1007/13",2013-04-12,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/04/rk20130412_1bvr100713.html;jsessionid=660012EDDACF380FCD1C9014DAAEE97A.2_cid383",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4468","1BvR423/11",2013-04-21,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/04/rk20130421_1bvr042311.html;jsessionid=014C7C0210A7034039891D581018B8A6.2_cid383",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"350","1BvQ13/13",2013-05-01,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/05/qk20130501_1bvq001313.html;jsessionid=014C7C0210A7034039891D581018B8A6.2_cid383",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2563","1BvR1236/13",2013-05-02,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/05/rk20130502_1bvr123613.html;jsessionid=014C7C0210A7034039891D581018B8A6.2_cid383",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"579","1BvR1024/12",2013-05-20,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/05/rk20130520_1bvr102412.html;jsessionid=0D3CE57D0671B3ED081CBDD7ACD62681.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3992","1BvR372/13",2013-05-22,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/05/rk20130522_1bvr037213.html;jsessionid=0D3CE57D0671B3ED081CBDD7ACD62681.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4010","1BvR1083/09",2013-05-29,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/05/rk20130529_1bvr108309.html;jsessionid=0D3CE57D0671B3ED081CBDD7ACD62681.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4996","1BvR1942/12",2013-06-13,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/06/rk20130613_1bvr194212.html;jsessionid=6DD76C26CDA3A72678EA1754E605B817.2_cid394",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3833","1BvR2246/11",2013-06-17,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/06/rk20130617_1bvr224611.html;jsessionid=6DD76C26CDA3A72678EA1754E605B817.2_cid394",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3650","1BvR1501/13",2013-06-27,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/06/rk20130627_1bvr150113.html;jsessionid=6DD76C26CDA3A72678EA1754E605B817.2_cid394",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1724","1BvR1751/12",2013-07-02,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/07/rk20130702_1bvr175112.html;jsessionid=CF1A25A7B02D60A264838CF2282284A5.2_cid393",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5497","1BvR782/12",2013-07-03,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/07/rk20130703_1bvr078212.html;jsessionid=CF1A25A7B02D60A264838CF2282284A5.2_cid393",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2346","1BvR1660/13",2013-07-09,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/07/rk20130709_1bvr166013.html;jsessionid=58EC31FE8A83A4CB8F1B1C9620DB75A7.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5337","1BvR2540/12",2013-07-17,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/07/rk20130717_1bvr254012.html;jsessionid=58EC31FE8A83A4CB8F1B1C9620DB75A7.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5523","1BvR3167/08",2013-07-17,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/07/rk20130717_1bvr316708.html;jsessionid=58EC31FE8A83A4CB8F1B1C9620DB75A7.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4687","1BvR1623/11",2013-07-18,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/07/rk20130718_1bvr162311.html;jsessionid=58EC31FE8A83A4CB8F1B1C9620DB75A7.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"770","1BvR444/131BvR527/13",2013-07-24,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/07/rk20130724_1bvr044413.html;jsessionid=DB0C467BB2CE66187DDAA61D2AA4A90F.2_cid392",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4786","1BvR2965/10",2013-08-05,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/08/rk20130805_1bvr296510.html;jsessionid=04D2B8A83AD83848AF5AFD06C0CB29DA.2_cid393",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4905","1BvR2519/13",2013-09-09,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/09/rk20130909a_1bvr251913.html;jsessionid=34EBBA5B1E18F5B4D35FBF0FA49C5BBC.2_cid393",3,"Kirchhof","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger","Masing","Paulus","Kirchhof Baer Paulus",1,0,"1","Paulus Schluckebier Gaier Britz Eichberger",1,FALSE,0
"5676","1BvR2519/13",2013-09-09,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/09/rk20130909_1bvr251913.html;jsessionid=34EBBA5B1E18F5B4D35FBF0FA49C5BBC.2_cid393",3,"Kirchhof","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2192","1BvR1278/13",2013-09-17,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/09/rk20130917_1bvr127813.html;jsessionid=34EBBA5B1E18F5B4D35FBF0FA49C5BBC.2_cid393",3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
