"","az","date","senat","Anordnung","link","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"1269","1BvR3324/08",2009-11-24,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/11/rk20091124_1bvr332408.html;jsessionid=45FCF6CB873E3CE7A22EC5619FF9DEF0.2_cid393",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1222","1BvR2515/09",2009-11-25,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/11/rk20091125_1bvr251509.html;jsessionid=45FCF6CB873E3CE7A22EC5619FF9DEF0.2_cid393",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5516","1BvR2464/09",2009-11-25,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/11/rk20091125_1bvr246409.html;jsessionid=45FCF6CB873E3CE7A22EC5619FF9DEF0.2_cid393",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4143","1BvR1941/09",2009-12-01,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/12/rk20091201_1bvr194109.html;jsessionid=902E40C126D2E6A21975C8B728CFCAC3.2_cid392",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2509","1BvR2738/08",2009-12-21,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/12/rk20091221_1bvr273808.html;jsessionid=77945ED59FC72C23FFFAA9DD3BB6145B.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3710","1BvR812/09",2009-12-21,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/12/rk20091221_1bvr081209.html;jsessionid=77945ED59FC72C23FFFAA9DD3BB6145B.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"549","1BvR3039/06",2010-01-05,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100105_1bvr303906.html;jsessionid=F052BB13B98AE9C94B38A513D4A830A8.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1609","1BvR2973/06",2010-01-05,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100105_1bvr297306.html;jsessionid=F052BB13B98AE9C94B38A513D4A830A8.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1654","1BvR2983/06",2010-01-05,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100105_1bvr298306.html;jsessionid=F052BB13B98AE9C94B38A513D4A830A8.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"945","1BvR365/09",2010-01-12,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100112_1bvr036509.html;jsessionid=F052BB13B98AE9C94B38A513D4A830A8.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2041","1BvR2910/09",2010-01-13,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100113_1bvr291009.html;jsessionid=F052BB13B98AE9C94B38A513D4A830A8.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"893","1BvR3189/09",2010-01-18,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100118_1bvr318909.html;jsessionid=41F52273E55A16A6D6EC5E508E2BF165.2_cid393",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5606","1BvR1941/09",2010-01-19,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100119_1bvr194109.html;jsessionid=41F52273E55A16A6D6EC5E508E2BF165.2_cid393",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"327","1BvR3031/08",2010-01-29,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100129_1bvr303108.html;jsessionid=3172F765B78C8CB992457F0AB816761A.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5603","1BvR374/09",2010-01-29,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/01/rk20100129_1bvr037409.html;jsessionid=3172F765B78C8CB992457F0AB816761A.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1888","1BvR20/10",2010-02-01,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100201_1bvr002010.html;jsessionid=3172F765B78C8CB992457F0AB816761A.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2661","1BvR2514/09",2010-02-04,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100204_1bvr251409.html;jsessionid=3172F765B78C8CB992457F0AB816761A.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2930","1BvR2918/09",2010-02-04,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100204_1bvr291809.html;jsessionid=3172F765B78C8CB992457F0AB816761A.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1679","1BvR2236/09",2010-02-15,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100215_1bvr223609.html;jsessionid=5D615F9608C7ED505656A6492C468264.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2962","1BvR285/10",2010-02-15,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100215_1bvr028510.html;jsessionid=5D615F9608C7ED505656A6492C468264.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5756","1BvR1523/08",2010-02-18,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100218_1bvr152308.html;jsessionid=5D615F9608C7ED505656A6492C468264.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1553","1BvR1541/091BvR2685/09",2010-02-26,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100226_1bvr154109.html;jsessionid=93304C762381EB18302CC230323A4253.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1382","1BvR2584/06",2010-03-01,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100301_1bvr258406.html;jsessionid=93304C762381EB18302CC230323A4253.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1477","1BvR2380/09",2010-03-01,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100301_1bvr238009.html;jsessionid=93304C762381EB18302CC230323A4253.2_cid361",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"376","1BvQ4/10",2010-03-10,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/qk20100310_1bvq000410.html;jsessionid=317CAEB5D48100CD350FCFA19A71ACD4.2_cid370",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2566","1BvL11/07",2010-03-10,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/lk20100310_1bvl001107.html;jsessionid=317CAEB5D48100CD350FCFA19A71ACD4.2_cid370",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4157","1BvR2928/09",2010-03-10,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100310_1bvr292809.html;jsessionid=317CAEB5D48100CD350FCFA19A71ACD4.2_cid370",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"478","1BvR365/09",2010-03-11,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100311_1bvr036509.html;jsessionid=B94D35F3E5DED1C35B7AD4B0C062B20C.2_cid392",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1090","1BvR3031/08",2010-03-11,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100311_1bvr303108.html;jsessionid=B94D35F3E5DED1C35B7AD4B0C062B20C.2_cid392",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1772","1BvR3163/09",2010-03-11,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100311_1bvr316309.html;jsessionid=317CAEB5D48100CD350FCFA19A71ACD4.2_cid370",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2839","1BvR2909/08",2010-03-11,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100311_1bvr290908.html;jsessionid=B94D35F3E5DED1C35B7AD4B0C062B20C.2_cid392",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"548","1BvR476/10",2010-03-15,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100315_1bvr047610.html;jsessionid=B94D35F3E5DED1C35B7AD4B0C062B20C.2_cid392",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde","Paulus","Kirchhof","Hohmann-Dennhardt Gaier Masing",3,1,"3","Masing Eichberger Kirchhof Schluckebier Bryde",2,FALSE,1
"2288","1BvR2288/09",2010-03-15,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100315_1bvr228809.html;jsessionid=B94D35F3E5DED1C35B7AD4B0C062B20C.2_cid392",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3280","1BvR722/10",2010-03-15,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100315_1bvr072210.html;jsessionid=B94D35F3E5DED1C35B7AD4B0C062B20C.2_cid392",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3008","1BvR2910/09",2010-03-31,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100331_1bvr291009.html;jsessionid=E517F233EF4BCC8F3F428EB4B2B224FC.2_cid370",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2106","1BvR862/10",2010-04-08,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/04/rk20100408_1bvr086210.html;jsessionid=E517F233EF4BCC8F3F428EB4B2B224FC.2_cid370",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4566","1BvR2709/09",2010-04-08,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/04/rk20100408_1bvr270909.html;jsessionid=E517F233EF4BCC8F3F428EB4B2B224FC.2_cid370",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4077","1BvR1670/09",2010-04-20,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/04/rk20100420_1bvr167009.html;jsessionid=C663D721645D00EE8293E3FBEB3660F3.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"616","1BvR1991/09",2010-04-26,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/04/rk20100426_1bvr199109.html;jsessionid=6331FCEC6F88730CCDF067D8ADDCA440.2_cid394",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2922","1BvR2797/09",2010-04-30,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/04/rk20100430_1bvr279709.html;jsessionid=6331FCEC6F88730CCDF067D8ADDCA440.2_cid394",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2012","1BvR2959/07",2010-05-25,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/05/rk20100525_1bvr295907.html;jsessionid=77BEBED17DB4BBFF487690C5ADDC57B8.2_cid392",2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde","Paulus","Kirchhof","Hohmann-Dennhardt Gaier Masing",3,1,"3","Masing Eichberger Kirchhof Schluckebier Bryde",2,FALSE,1
"2830","1BvR1602/08",2010-05-25,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/05/rk20100525_1bvr160208.html;jsessionid=77BEBED17DB4BBFF487690C5ADDC57B8.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3251","1BvR2643/07",2010-05-27,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/05/rk20100527_1bvr264307.html;jsessionid=77BEBED17DB4BBFF487690C5ADDC57B8.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"810","1BvR1198/10",2010-06-09,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/06/rk20100609_1bvr119810.html;jsessionid=0D76108D8A871692A43175DDAC9EF98E.2_cid361",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5535","1BvR915/10",2010-06-11,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/06/rk20100611_1bvr091510.html;jsessionid=0D76108D8A871692A43175DDAC9EF98E.2_cid361",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3714","1BvR2358/08",2010-06-29,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/06/rk20100629_1bvr235808.html;jsessionid=03370AD628077006E65DF0F28921302F.2_cid394",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1009","1BvR2579/08",2010-07-02,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/07/rk20100702_1bvr257908.html;jsessionid=03370AD628077006E65DF0F28921302F.2_cid394",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3733","1BvR666/10",2010-07-02,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/07/rk20100702_1bvr066610.html;jsessionid=03370AD628077006E65DF0F28921302F.2_cid394",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"194","1BvR3189/09",2010-07-14,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/07/rk20100714_1bvr318909.html;jsessionid=20AA0549C27CCCA78ADE9C80AC423593.2_cid383",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1680","1BvR1781/09",2010-07-26,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/07/rk20100726_1bvr178109.html;jsessionid=D81C7F795EEA8BF0221554506B5F51AF.2_cid383",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3336","1BvR1991/09",2010-07-26,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/07/rk20100726_1bvr199109.html;jsessionid=D81C7F795EEA8BF0221554506B5F51AF.2_cid383",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1388","1BvQ23/10",2010-08-02,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/qk20100802_1bvq002310.html;jsessionid=0D82C584CD8F87D30633FCD82E304810.2_cid383",2,"Gaier","Eichberger","Schluckebier","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde","Hohmann-Dennhardt Paulus","Eichberger Schluckebier","Gaier Masing Eichberger",2,0,"2 3","Masing Eichberger Schluckebier Bryde",1,FALSE,1
"3342","1BvR1746/10",2010-08-02,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100802_1bvr174610.html;jsessionid=0D82C584CD8F87D30633FCD82E304810.2_cid383",2,"Gaier","Eichberger","Schluckebier","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4084","1BvR1670/09",2010-08-11,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100811_1bvr167009.html;jsessionid=B69AD044311B5622E1A36C4E9D4444D4.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5488","1BvR811/09",2010-08-18,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100818_1bvr081109.html;jsessionid=B69AD044311B5622E1A36C4E9D4444D4.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"629","1BvR1632/10",2010-08-23,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100823_1bvr163210.html;jsessionid=548B5F2EECDE91B2B75576D89CD5BE75.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"890","1BvR2002/10",2010-08-23,1,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100823_1bvr200210.html;jsessionid=548B5F2EECDE91B2B75576D89CD5BE75.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1542","1BvR480/10",2010-08-23,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100823_1bvr048010.html;jsessionid=548B5F2EECDE91B2B75576D89CD5BE75.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3134","1BvR1141/10",2010-08-23,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100823_1bvr114110.html;jsessionid=548B5F2EECDE91B2B75576D89CD5BE75.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5378","1BvR1443/10",2010-08-23,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100823_1bvr144310.html;jsessionid=548B5F2EECDE91B2B75576D89CD5BE75.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5658","1BvR1631/08",2010-08-30,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100830_1bvr163108.html;jsessionid=4E2E83BDBCE8A01040115A21A1909EC4.2_cid370",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1088","1BvR2160/091BvR851/10",2010-09-07,1,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/09/rk20100907_1bvr216009.html;jsessionid=1BB07E29C94E96F156DB827D369C3E3C.2_cid392",2,"Hohmann-Dennhardt","Gaier","Paulus","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
