"","az","date","senat","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"4231"," 1 BvR 1713/96  ",1998-01-30,1,1,"Seidl","Grimm","Hömig","Seidl","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1041"," 1 BvR 909/94  ",1998-02-03,1,1,"Grimm","Hömig","Seidl","Seidl","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3117"," 1 BvR 2666/95  ",1998-02-05,1,1,"Grimm","Hömig","Seidl","Seidl","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5249"," 1 BvR 2234/97  ",1998-02-09,1,1,"Seidl","Grimm","Hömig","Seidl","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5293"," 1 BvR 1842/97  ",1998-02-23,1,1,"Seidl","Grimm","Hömig","Seidl","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1082"," 1 BvR 207/97  ",1998-02-25,1,1,"Seidl","Grimm","Hömig","Seidl","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2650"," 1 BvR 1114/86  ",1998-02-26,1,1,"Grimm","Grimm","Hömig","Seidl","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling","Seidl",NA,"Grimm Hömig Haas",1,0,NA,"Haas Seibert Steiner Jaeger Kühling",2,FALSE,NA
"964"," 1 BvR 2165/96         1 BvR 2168/96  ",1998-03-12,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2871"," 1 BvR 1639/95  ",1998-03-12,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3582"," 1 BvR 222/97  ",1998-03-12,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4510"," 1 BvR 1935/96         1 BvR 1945/96         1 BvR 1946/96  ",1998-03-24,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5607"," 1 BvR 1172/85  ",1998-03-30,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1469"," 1 BvR 2008/97  ",1998-03-31,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2855"," 1 BvR 1988/97         1 BvR 2003/97         1 BvR 2011/97  ",1998-03-31,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5130"," 1 BvR 2366/97  ",1998-03-31,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2375"," 1 BvR 968/97  ",1998-04-04,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4527"," 1 BvR 1372/90  ",1998-04-04,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1216"," 1 BvR 415/87  ",1998-04-09,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3888"," 1 BvR 416/87  ",1998-04-09,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4845"," 1 BvR 44/92  ",1998-04-09,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1267"," 1 BvR 1086/92  ",1998-04-21,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4375"," 1 BvR 2311/94  ",1998-04-21,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3040"," 1 BvR 2146/94         1 BvR 2180/94  ",1998-04-22,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"961"," 1 BvR 587/88  ",1998-04-24,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"830"," 1 BvQ 9/98  ",1998-04-30,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5269"," 1 BvR 1131/94  ",1998-05-05,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1172"," 1 BvR 2652/95  ",1998-06-04,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5212"," 1 BvR 2386/94  ",1998-06-17,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"550"," 1 BvR 1114/98  ",1998-06-18,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3463"," 1 BvR 434/98  ",1998-07-03,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4835"," 1 BvR 13/98  ",1998-07-03,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"789"," 1 BvR 1708/92  ",1998-07-07,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4628"," 1 BvR 851/87  ",1998-07-08,1,1,"Papier","Grimm","Haas","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling","Hömig","Haas","Papier Grimm Haas",1,0,"1","Haas Steiner Jaeger Kühling",1,FALSE,0
"2198"," 1 BvR 2419/97  ",1998-07-23,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3933"," 1 BvR 2470/94  ",1998-07-23,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"165"," 1 BvQ 11/98  ",1998-07-25,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"304"," 1 BvR 781/94  ",1998-07-28,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4927"," 1 BvR 1143/90  ",1998-07-29,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5514"," 1 BvR 287/93  ",1998-07-29,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2134"," 1 BvR 1711/94  ",1998-08-04,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4312"," 1 BvR 2250/95  ",1998-08-05,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5359"," 1 BvR 472/98  ",1998-08-05,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2876"," 1 BvR 10/98  ",1998-08-10,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"644"," 1 BvR 1362/98  ",1998-08-11,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1218"," 1 BvR 1334/98  ",1998-08-11,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5376"," 1 BvR 1270/94  ",1998-08-11,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1439"," 1 BvL 25/96  ",1998-08-13,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5529"," 1 BvR 1955/94  ",1998-08-18,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"574"," 1 BvR 1435/98  ",1998-08-25,1,1,"Papier","Grimm","Steiner","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling","Hömig","Steiner","Papier Grimm Haas",1,0,"2","Haas Steiner Jaeger Kühling",1,FALSE,1
"4963"," 1 BvR 2487/94  ",1998-08-25,1,1,"Papier","Grimm","Steiner","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"748"," 1 BvR 1540/98  ",1998-09-15,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4472"," 1 BvR 1130/98  ",1998-09-16,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5517"," 1 BvR 1476/98  ",1998-10-05,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1148"," 1 BvR 1526/98  ",1998-10-14,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2053"," 1 BvR 1685/92  ",1998-10-16,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5310"," 1 BvR 590/96  ",1998-10-16,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3205"," 1 BvR 1730/98  ",1998-10-20,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"77"," 1 BvR 179/94  ",1998-10-21,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5312"," 1 BvR 341/93  ",1998-10-28,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1490"," 1 BvR 1891/98  ",1998-11-03,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1314"," 1 BvR 831/89  ",1998-12-07,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Haas Seibert Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1430"," 1 BvR 1759/98  ",1999-01-07,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Steiner Haas Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3839"," 1 BvR 1162/93  ",1999-01-14,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4339"," 1 BvR 1274/92  ",1999-01-15,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5099"," 1 BvR 1946/98  ",1999-01-15,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1393"," 1 BvR 645/96  ",1999-01-21,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"102"," 1 BvR 1805/94  ",1999-01-27,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4813"," 1 BvR 1638/94  ",1999-01-27,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4350"," 1 BvR 2261/98  ",1999-01-28,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3694"," 1 BvR 709/95  ",1999-02-05,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1223"," 1 BvR 2488/95  ",1999-02-17,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1428"," 1 BvL 26/97  ",1999-02-17,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1596"," 1 BvR 1422/92  ",1999-02-17,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3595"," 1 BvR 1418/94  ",1999-02-17,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5040"," 1 BvR 1579/95  ",1999-02-17,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3632"," 1 BvR 2156/98  ",1999-02-18,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3916"," 1 BvR 1840/98  ",1999-02-18,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5477"," 1 BvR 1367/88         1 BvR 146/91         1 BvR 147/91  ",1999-02-18,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1863"," 1 BvR 2486/97  ",1999-02-22,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2910"," 1 BvR 565/91  ",1999-02-22,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3482"," 1 BvR 1847/95  ",1999-02-24,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5036"," 1 BvR 167/99  ",1999-02-24,1,1,"Limbach","Hassemer","Mellinghoff","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier Grimm Hömig","Limbach Hassemer Mellinghoff","Steiner Jaeger Kühling",2,0,NA,"Steiner Jaeger Kühling",2,FALSE,NA
"1193"," 1 BvR 1472/91         1 BvR 1510/91  ",1999-02-25,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1272"," 1 BvR 989/97  ",1999-03-08,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3617"," 1 BvR 1625/98  ",1999-03-08,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4012"," 1 BvR 645/95  ",1999-03-08,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2236"," 1 BvR 734/98  ",1999-03-16,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3902"," 1 BvR 1845/91  ",1999-03-22,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4594"," 1 BvR 487/91  ",1999-03-22,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5139"," 1 BvR 1431/90  ",1999-03-26,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3388"," 1 BvR 295/99  ",1999-03-29,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"889"," 1 BvR 1498/92  ",1999-04-08,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Grimm Hömig","Hohmann-Dennhardt Hoffmann-Riem","Papier Hohmann-Dennhardt Haas",1,0,"1","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",2,FALSE,0
"4970"," 1 BvR 2126/93  ",1999-04-08,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3904"," 1 BvR 622/99  ",1999-04-16,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2369"," 1 BvQ 2/99  ",1999-04-20,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"410"," 1 BvR 467/99  ",1999-04-26,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3797"," 1 BvR 1047/96  ",1999-04-26,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"741"," 1 BvR 752/97  ",1999-04-28,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1919"," 1 BvR 29/99  ",1999-05-20,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2955"," 1 BvR 1294/96  ",1999-05-20,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"724"," 1 BvR 987/92  ",1999-05-25,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1676"," 1 BvR 1402/92         1 BvR 1403/92  ",1999-05-25,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"206"," 1 BvR 77/99  ",1999-05-28,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1442"," 1 BvR 828/99  ",1999-06-14,1,1,"Gaier","Schluckebier","Paulus","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier Grimm Hömig","Gaier Schluckebier Paulus","Hohmann-Dennhardt Haas Steiner",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",1,FALSE,NA
"5320"," 1 BvR 346/99  ",1999-07-07,1,1,"Kirchhof","Paulus","Baer","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,"Kirchhof Baer","Paulus Hohmann-Dennhardt",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",1,FALSE,NA
"3726"," 1 BvQ 10/99  ",1999-07-20,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"259"," 1 BvQ 13/99  ",1999-07-30,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2280"," 1 BvR 1892/96         1 BvR 1092/97         1 BvR 1286/97         1 BvR 1334/97  ",1999-08-03,1,1,"Jaeger","Hömig","Bryde","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier Grimm","Jaeger Bryde","Hömig Hohmann-Dennhardt Haas",1,0,"4","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",2,FALSE,1
"1002"," 1 BvR 1624/98  ",1999-08-04,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Grimm Hömig","Hoffmann-Riem Eichberger","Papier Hohmann-Dennhardt Haas",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",1,FALSE,NA
"4014"," 1 BvR 1022/99  ",1999-08-04,1,1,"Gaier","Paulus","Britz","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier","Gaier Paulus Britz","Hohmann-Dennhardt",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",2,FALSE,NA
"320"," 1 BvR 75/90  ",1999-08-09,1,1,"Kirchhof","Schluckebier","Baer","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling","Papier Grimm Hömig","Kirchhof Schluckebier Baer","Hohmann-Dennhardt Haas Steiner",1,0,NA,"Hohmann-Dennhardt Haas Steiner Jaeger Kühling",1,FALSE,NA
"919"," 1 BvR 2245/98  ",1999-08-09,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4700"," 1 BvR 2181/98         1 BvR 2182/98         1 BvR 2183/98  ",1999-08-11,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4370"," 1 BvL 9/98  ",1999-08-25,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4604"," 1 BvR 1499/97  ",1999-08-25,1,1,"Papier","Grimm","Hömig","Papier","Grimm","Hömig","Hohmann-Dennhardt Haas Steiner Jaeger Kühling",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
