"","az","date","senat","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"1696"," 1 BvR  675/06         1 BvR 2699/06  ",2006-11-09,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"214"," 1 BvR 285/06  ",2006-11-23,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5033"," 1 BvR 1620/04 – ",2006-12-01,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2275"," 1 BvR 1200/04  ",2006-12-04,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3419"," 1 BvR 1014/01  ",2006-12-04,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3849"," 1 BvR 2236/06  ",2006-12-14,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5197"," 1 BvR 2868/06  ",2006-12-18,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"869"," 1 BvR 1936/05  ",2007-01-03,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5414"," 1 BvR 737/04  ",2007-01-03,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"614"," 1 BvR 125/07  ",2007-02-09,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2392"," 1 BvR 217/07         1 BvQ 2/07  ",2007-02-09,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2526"," 1 BvR 3219/06  ",2007-02-09,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"92"," 1 BvR 1351/01  ",2007-02-14,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"249"," 1 BvR 2721/05  ",2007-02-14,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"211"," 1 BvR 2633/03  ",2007-02-20,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"287"," 1 BvR 2368/06  ",2007-02-23,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3493"," 1 BvR 620/07  ",2007-03-15,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"706"," 1 BvR 2231/03  ",2007-03-21,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4839"," 1 BvR 2228/02  ",2007-03-26,1,1,"Hohmann-Dennhardt","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde","Papier","Gaier","Hohmann-Dennhardt Hoffmann-Riem Gaier",3,1,"1","Gaier Steiner Schluckebier Eichberger Bryde",3,FALSE,0
"5609"," 1 BvR 78/02  ",2007-04-12,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5399"," 1 BvR 3174/06  ",2007-04-13,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"888"," 1 BvR 1090/06  ",2007-04-30,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4823"," 1 BvR 193/05  ",2007-05-08,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2577"," 1 BvR 1253/06  ",2007-05-09,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2915"," 1 BvQ 15/07  ",2007-05-25,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4280"," 1 BvQ 16/07  ",2007-05-27,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde","Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Schluckebier Bryde",2,FALSE,0
"1692"," 1 BvR 1428/07  ",2007-06-05,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3344"," 1 BvR 1429/07  ",2007-06-05,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"105"," 1 BvQ 18/07  ",2007-06-06,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2897"," 1 BvR 1423/07  ",2007-06-06,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3718"," 1 BvR 1438/07  ",2007-06-07,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3184"," 1 BvR 1426/07  ",2007-06-12,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"506"," 1 BvR 851/07  ",2007-06-13,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5207"," 1 BvR 338/07  ",2007-06-14,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5556"," 1 BvR 155/98  ",2007-06-22,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2252"," 1 BvR 1293/04  ",2007-06-25,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2661"," 1 BvR 1418/07  ",2007-06-26,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3343"," 1 BvR 1877/01  ",2007-06-26,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2079"," 1 BvR 646/06  ",2007-07-09,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1537"," 1 BvR 2092/02  ",2007-07-12,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3723"," 1 BvR 1423/07  ",2007-07-19,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1344"," 1 BvR 3084/06  ",2007-07-20,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"36"," 1 BvR 946/07  ",2007-07-31,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"1294"," 1 BvR 1225/07         1 BvR 1226/07  ",2007-08-29,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde","Hohmann-Dennhardt","Gaier","Papier Hoffmann-Riem Gaier",2,0,"1","Gaier Steiner Schluckebier Eichberger Bryde",2,FALSE,0
"3122"," 1 BvR 1223/07         1 BvR 1224/07  ",2007-08-29,1,1,"Papier","Hoffmann-Riem","Gaier","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"5098"," 1 BvR 1584/07  ",2007-09-10,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Gaier Steiner Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4978"," 1 BvR 943/02  ",2007-10-25,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Kirchhof Gaier Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4089"," 1 BvR 3041/07  ",2007-12-01,1,1,"Papier","Hoffmann-Riem","Kirchhof","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Kirchhof Gaier Schluckebier Eichberger Bryde","Hohmann-Dennhardt","Kirchhof","Papier Hoffmann-Riem Kirchhof",1,0,"1","Kirchhof Gaier Schluckebier Eichberger Bryde",1,FALSE,0
"2925"," 1 BvR 2697/07  ",2007-12-12,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Kirchhof Gaier Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4079"," 1 BvR 350/02         1 BvR 402/02  ",2007-12-12,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Kirchhof Gaier Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2291"," 1 BvR 1533/07  ",2007-12-19,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Kirchhof Gaier Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"3358"," 1 BvR 967/05  ",2007-12-19,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Kirchhof Gaier Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"4622"," 1 BvR 2793/04  ",2007-12-19,1,1,"Papier","Hohmann-Dennhardt","Hoffmann-Riem","Papier","Hohmann-Dennhardt","Hoffmann-Riem","Kirchhof Gaier Schluckebier Eichberger Bryde",NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA
"2411","  ",2008-01-14,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5489"," 1 BvR 273/03  ",2008-01-14,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"494"," 1 BvR 2392/07  ",2008-01-16,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"838"," 1 BvR 829/06  ",2008-01-30,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4324"," 1 BvR 943/07  ",2008-01-30,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2098"," 1 BvR 19/07 – ",2008-02-14,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2520"," 1 BvR 3255/07  ",2008-02-25,1,1,"Huber","Müller","Maidowski","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt","Papier Hoffmann-Riem Eichberger","Huber Müller Maidowski","Schluckebier Bryde Kirchhof",1,0,NA,"Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",0,FALSE,NA
"2913"," 1 BvR 312/08  ",2008-02-25,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5017"," 1 BvR 2327/07  ",2008-02-26,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1001"," 1 BvR 2782/04  ",2008-03-03,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3479"," 1 BvR 2733/04  ",2008-03-03,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2085"," 1 BvR 572/08  ",2008-03-13,1,1,"Hoffmann-Riem","Eichberger","Schluckebier","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt","Papier","Schluckebier","Hoffmann-Riem Eichberger Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"4237"," 1 BvR 282/01  ",2008-03-18,1,1,"Papier","Hoffmann-Riem","Eichberger","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5339"," 1 BvR 1753/03  ",2008-03-25,1,1,"Hoffmann-Riem","Eichberger","Schluckebier","Papier","Hoffmann-Riem","Eichberger","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt","Papier","Schluckebier","Hoffmann-Riem Eichberger Schluckebier",1,0,"1","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",1,FALSE,0
"4722"," 1 BvR 790/07  ",2008-04-17,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1705"," 1 BvR 562/08  ",2008-05-05,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3765"," 1 BvR 3269/07  ",2008-05-19,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2384"," 1 BvR 478/08  ",2008-05-27,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"309"," 1 BvR 1438/07  ",2008-05-29,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4936"," 1 BvR 349/04         1 BvR 378/04  ",2008-06-02,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5143"," 1 BvR 1336/08  ",2008-06-18,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5722"," 1 BvR 572/08  ",2008-09-09,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1327"," 1 BvR 1914/02  ",2008-09-10,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"811"," 1 BvR 1565/05  ",2008-09-15,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4230"," 1 BvR 2733/04         1 BvR 2782/04  ",2008-10-01,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1275"," 1 BvR 1832/07  ",2008-11-04,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3685"," 1 BvR 2587/06  ",2008-11-04,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4843"," 1 BvR 1008/08  ",2008-11-05,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4680"," 1 BvR 2360/07  ",2008-11-06,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5323"," 1 BvQ 43/08  ",2008-11-07,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2355"," 1 BvQ 46/08  ",2008-11-27,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5019"," 1 BvQ 47/08  ",2008-12-03,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1618"," 1 BvR 1318/07  ",2008-12-05,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1057"," 1 BvR 69/08  ",2008-12-15,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4042"," 1 BvR 1404/04  ",2008-12-15,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1939"," 1 BvR 312/08  ",2009-01-07,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1406"," 1 BvR 1644/07  ",2009-02-11,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"405"," 1 BvR 3078/07  ",2009-02-17,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5481"," 1 BvR 1334/07  ",2009-02-18,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"481"," 1 BvR 2266/04         1 BvR 2620/05  ",2009-02-20,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"289"," 1 BvR 3598/08  ",2009-02-25,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3094"," 1 BvR 2650/05  ",2009-03-10,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5347"," 1 BvR 654/09  ",2009-04-03,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"429"," 1 BvR 224/07  ",2009-04-28,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5467"," 1 BvR 2272/04  ",2009-05-12,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3546"," 1 BvR 1731/05  ",2009-05-18,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1326"," 1 BvR 685/09  ",2009-05-27,1,1,"Papier","Eichberger","Masing","Papier","Eichberger","Masing","Schluckebier Bryde Kirchhof Gaier Hohmann-Dennhardt",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
